product_id,spec_name,spec_value
41,Cổng giao tiếp,"2x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector"
41,Bàn phím,"White Backlit, English"
41,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
41,Finger Print,None
41,Chuẩn LAN,100/1000M (RJ-45)
41,Chuẩn WIFI,"Wi-Fi® 6E, 11ax 2x2"
41,Bluetooth,v5.2
41,Webcam,HD 720p with E-shutter
41,Hệ điều hành,"Windows® 11 Home Single Language, English"
41,Pin,Integrated 80Wh
41,Trọng lượng,2.32 kg
41,Màu sắc,Storm Grey
41,Chất liệu,"Aluminium Stamping (Anodized with Sandblasting) 
Aluminium (Top), PC-ABS (Bottom)"
41,Kích thước,358.8 x 261.4 x 20.5-24.65 mm (14.13 x 10.29 x 0.81-0.97 inches)
43,CPU,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB"
43,RAM,"24GB (2 x 12GB) DDR5-4800 SO-DIMM (2x SO-DIMM socket, up to 32GB SDRAM)"
43,Ổ cứng,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot)
43,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 8GB GDDR6, Boost Clock 2370MHz, TGP 115W"
43,Màn hình,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®"
43,Cổng kết nối,"1 x USB 3.2 Gen 1
2 x USB 3.2 Gen 2
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)
1 x HDMI®, up to 8K/60Hz
1 x Ethernet (RJ-45)
1 x Headphone / microphone combo jack (3.5mm)
1 x Power connector"
43,Bàn phím,"4-Zone RGB Backlit, English"
43,Audio,"Stereo speakers, 2W x2, optimized with Nahimic Audio"
43,Chuẩn Lan,100/1000M
43,Wifi + Bluetooth,"Wi-Fi 6 11ax, 2x2 + BT5.1"
43,Webcam,FHD 1080p with E-shutter
43,Hệ điều hành    ,"Windows® 11 Home Single Language, English"
43,Pin,Integrated 60Wh (4 Cell)
43,Trọng lượng,2.4 kg
43,Màu sắc,Luna Grey
43,Chất liệu,"PC-ABS (Top), PC-ABS (Bottom)"
43,Kích thước    ,359.6 x 264.8 x 22.1-25.2 mm
44,CPU,Intel Core i7-13620H (3.6GHz~4.9GHz) 10 Cores 16 Threads
44,RAM,"16GB (2 x 8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 64GB SDRAM)"
44,Ổ cứng,512GB NVMe PCIe SSD Gen4x4 (1 slot)
44,VGA,"NVIDIA® GeForce RTX™ 4050 Laptop GPU 6GB GDDR6
Up to 1605MHz Boost Clock 45W Maximum Graphics Power with Dynamic Boost"
44,Màn hình,"14” FHD+ (1920x1200), 144Hz, IPS-Level, 45% NTSC, 65% sRGB"
44,Cổng giao tiếp,"1x Type-C (USB3.2 Gen2 / DP)
2x Type-A USB3.2 Gen1
1x HDMI™ 2.1 (4K @ 60Hz)
1x RJ45"
44,Bàn phím,Single Backlit Keyboard (Blue)
44,Audio,2x 2W Speaker
44,Chuẩn LAN,Gigabit Ethernet
44,Chuẩn WIFI,802.11 ax Wi-Fi 6E
44,Bluetooth,Bluetooth v5.3
44,Webcam,HD type (30fps@720p)
44,Hệ điều hành,Windows 11 Home
44,Pin,3-Cell 53.5Whr Battery (Whr)
44,Trọng lượng,1.6 kg
44,Màu sắc,Translucent Black
44,Kích thước,314.7 x 233.5 x 18.6-22.3 mm
45,CPU,"AMD Ryzen™ 7 7735HS Mobile Processor (8-core/16-thread, 16MB L3 cache, up to 4.7 GHz max boost)"
45,RAM,"16GB (2x8GB) DDR5 4800MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
45,Ổ cứng,1TB PCIe® 4.0 NVMe™ M.2 SSD (2230) (Còn trống 1 khe SSD M.2 PCIe)
45,Card đồ họa,"NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6, 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) + AMD Radeon™ Navi2 Graphics, MUX Switch + NVIDIA® Advanced Optimus"
45,Màn hình,"15.6"" FHD (1920 x 1080) 16:9 IPS, 144Hz, Wide View, 250nits, Narrow Bezel, Non-Glare with 72% NTSC, 100% sRGB, G-Sync"
45,Cổng giao tiếp,"1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
 2x USB 3.2 Gen 1 Type-A
1x RJ-45 LAN
1x HDMI 2.1 FRL
1x COMBO audio jack
1x Type C USB 4 support DisplayPort™ / G-SYNC"
45,Audio,Dolby Atmos
45,Bàn phím,Backlit Chiclet Keyboard 1-Zone RGB
45,Chuẩn LAN,10/100/1000 Mbps
45,Chuẩn WIFI,Wi-Fi 6(802.11ax) (Dual band) 2*2
45,Bluetooth,v5.2
45,Webcam,HD 720p
45,Hệ điều hành,Windows 11 Home
45,Pin,"90WHrs, 4S1P, 4-cell Li-ion"
45,Trọng lượng,2.2 kg
45,Màu sắc,Jaeger Gray
45,Kích thước,35.4 x 25.1 x 2.24 ~ 2.49 cm
46,CPU,"Intel® Core™ Ultra 9 185H (2.3 GHz upto 5.1 GHz, 16 nhân 32 luồng, 24MB Intel® Smart Cache)"
46,RAM,32GB LPDDR5X 6400MHz onboard (Không nâng cấp)
46,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp)
46,VGA,NVIDIA® GeForce RTX™ 4070 with 8GB of dedicated GDDR6 VRAM
46,Màn hình,"14.5"" 3K WQXGA+ (3072x1920) 16:10, IPS, 400 nits, 100% sRGB, 165Hz, Acer ComfyView™ LED-backlit TFT
 LCD, Nvidia Advanced Optimus capable"
46,Cổng giao tiếp," 2x USB Type-C™ ports
 USB Type-C™ port supporting:
 • USB 3.2 Gen 2 (up to 10 Gbps)
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 65 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 2
 • One port for USB 3.2 Gen 2 featuring power off USB charging
 HDMI® 2.1 port with HDCP support
 3.5 mm headphone/speaker jack, 
 microSD™ Card reader"
46,Bàn phím,3-zone RGB
46,Audio,DTS X:Ultra Audio
46,Tản nhiệt,"Dual Fan (1x AeroBlade 3D 5th gen)
 Liquid Metal"
46,Chuẩn LAN,Killer™ Ethernet E3100G
46,Chuẩn WIFI,Killer Wireless Wi-Fi 6E 1675i
46,Bluetooth,v5.3
46,Webcam," Narrow USB FHD camera with blue glass
 • 1920 x 1080 resolution
 • 1080p HD video at 60 fps with Temporal Noise Reduction"
46,Hệ điều hành,Windows 11 Home Single Language
46,Pin,76 Wh 4-cell Li-ion battery
46,Trọng lượng,1.9 kg
46,Màu sắc,Abyssal Black
46,Chất liệu,"Cover A: Aluminium
 Cover B,C,D: ABS Plastic"
46,Kích thước,324.12 (W) x 255.35 (D) x 19.52/20.90 (H) mm
47,CPU,"Intel® Core™ Ultra 9 185H (2.3 GHz upto 5.1 GHz, 16 nhân 32 luồng, 24MB Intel® Smart Cache)"
47,RAM,32GB LPDDR5X 6400MHz onboard (Không nâng cấp)
47,Ổ cứng,1TB PCIe NVMe SED SSD (Không nâng cấp)
47,VGA,NVIDIA® GeForce RTX™ 4060 with 8 GB of dedicated GDDR6 VRAM
47,Màn hình,"14.5"" 3K WQXGA+ (3072x1920) 16:10, IPS, 400 nits, 100% sRGB, 165Hz, Acer ComfyView™ LED-backlit TFT
 LCD, Nvidia Advanced Optimus capable"
47,Cổng giao tiếp," 2x USB Type-C™ ports
 USB Type-C™ port supporting:
 • USB 3.2 Gen 2 (up to 10 Gbps)
 • DisplayPort over USB-C
 • Thunderbolt™ 4
 • USB charging 5 V; 3 A
 • DC-in port 20 V; 65 W
2x USB Standard-A ports, supporting:
 • One port for USB 3.2 Gen 2
 • One port for USB 3.2 Gen 2 featuring power off USB charging
 HDMI® 2.1 port with HDCP support
 3.5 mm headphone/speaker jack, 
 microSD™ Card reader"
47,Bàn phím,3-zone RGB
47,Audio,DTS X:Ultra Audio
47,Tản nhiệt,"Dual Fan (1x AeroBlade 3D 5th gen)
 Liquid Metal"
47,Chuẩn LAN,Killer™ Ethernet E3100G
47,Chuẩn WIFI,Killer Wireless Wi-Fi 6E 1675i
47,Bluetooth,v5.3
47,Webcam," Narrow USB FHD camera with blue glass
 • 1920 x 1080 resolution
 • 1080p HD video at 60 fps with Temporal Noise Reduction"
47,Hệ điều hành,Windows 11 Home Single Language
47,Pin,76 Wh 4-cell Li-ion battery
47,Trọng lượng,1.9 kg
47,Màu sắc,Abyssal Black
47,Chất liệu,"Cover A: Aluminium
 Cover B,C,D: ABS Plastic"
47,Kích thước,324.12 (W) x 255.35 (D) x 19.52/20.90 (H) mm
48,CPU,"Intel® Core™ i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)"
48,RAM,16GB (8GB Onboard + 8GB Sodimm) DDR4 3200MHz
48,Ổ cứng,512GB M.2 NVMe™ PCIe® 4.0 SSD
48,VGA,NVIDIA® Geforce RTX™ 3050 4GB Laptop GPU
48,Màn hình,"16.0-inch WUXGA (1920 x 1200) 16:10, IPS-level Panel, 144Hz, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified"
48,Cổng giao tiếp,"1x USB 3.2 Gen 1 Type-C support power delivery
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
1x DC-in
SD 4.0 card reader"
48,Bàn phím,Backlit Chiclet Keyboard with Num-key
48,Audio,"SonicMaster
Built-in speaker
Built-in array microphone"
48,Đọc thẻ nhớ,None
48,Chuẩn LAN,None
48,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) 2*2
48,Bluetooth,Bluetooth® 5.3 Wireless Card
48,Webcam,720p HD camera ; With privacy shutter
48,Hệ điều hành,Windows 11 Home
48,Pin,"50WHrs, 3S1P, 3-cell Li-ion"
48,Trọng lượng,1.80 kg (3.97 lbs)
48,Màu sắc,Indie Black
48,Chất liệu,"LCD cover (Aluminum), Top case (Plastic)"
48,Kích thước,35.86 x 24.91 x 1.89 ~ 1.89 cm
49,CPU,"Intel® Core™ i5-12500H Processor 2.5 GHz (18M Cache, up to 4.5 GHz, 4P+8E cores)"
49,RAM,16GB (1x16GB) DDR4 3200MHz Onboard
49,Ổ cứng,512GB M.2 NVMe™ PCIe® 4.0 SSD
49,VGA,NVIDIA® GeForce RTX™ 4050 Laptop GPU
49,Màn hình,"16.0-inch WUXGA (1920 x 1200) 16:10, IPS-level Panel, 144Hz, 300nits, 45% NTSC color gamut, Anti-glare display, TÜV Rheinland-certified"
49,Cổng giao tiếp,"1x USB 3.2 Gen 1 Type-C support power delivery
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
1x DC-in
SD 4.0 card reader"
49,Bàn phím,Backlit Chiclet Keyboard with Num-key
49,Audio,"SonicMaster
Built-in speaker
Built-in array microphone"
49,Đọc thẻ nhớ,None
49,Chuẩn LAN,None
49,Chuẩn WIFI,Wi-Fi 6E(802.11ax) (Dual band) 2*2
49,Bluetooth,Bluetooth® 5.3 Wireless Card
49,Webcam,720p HD camera ; With privacy shutter
49,Hệ điều hành,Windows 11 Home
49,Pin,"50WHrs, 3S1P, 3-cell Li-ion"
49,Trọng lượng,1.80 kg (3.97 lbs)
49,Màu sắc,Indie Black
49,Chất liệu,"LCD cover (Aluminum), Top case (Plastic)"
49,Kích thước,35.86 x 24.91 x 1.89 ~ 1.89 cm
50,CPU,"AMD Ryzen™ 7 8845HS (3.8 GHz upto 5.1 GHz, 8 nhân 16 luồng, 8 MB L2 cache, up to 16 MB L3 cache)"
50,Ram,"16GB (1x16GB) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
50,Ổ cứng,"512GB PCIe NVMe SED SSD (Còn trống 1 khe SSD M.2 PCIE, nâng cấp tối đa 2TB)"
50,Card đồ họa,NVIDIA® GeForce RTX™ 4050 with 6 GB of dedicated GDDR6 VRAM
50,Màn hình,"16"" 16:10 WUXGA (1920x1200) IPS, 165Hz, 300nits, 100% sRGB,  Acer ComfyView™, LED-backlit TFT LCD, Wide viewing angle up to 170 degrees"
50,Cổng giao tiếp," USB Type-C™ port supporting: 
 • USB4® 40Gbps 
 • DisplayPort over USB-C 
 • USB charging 5 V; 3 A 
 • DC-in port 20 V; 65 W 
 Two USB Standard-A ports, supporting: 
 • One port for USB 3.2 Gen 1 
 • One port for USB 3.2 Gen 2 featuring power off USB charging HDMI® 2.1 port with HDCP support 
 3.5 mm headphone/speaker jack, supporting headsets with built-in microphone 
 Ethernet (RJ-45) port "
50,Audio,DTS® X:Ultra
50,Bàn phím,Amber-backlit keyboard
50,Tản nhiệt,2 quạt
50,Chuẩn LAN,Gigabit Ethernet
50,Chuẩn WIFI,Wi-Fi 6E Wireless LAN 
50,Bluetooth,Bluetooth® 5.1
50,Webcam,720p HD video at 30 fps with Temporal Noise Reduction 
50,Hệ điều hành,Windows 11 Home Single Language
50,Pin,4 Cell 57WHr
50,Trọng lượng,2.5 kg
50,Màu sắc,Obsidian black
50,Chất liệu,"Cover A, B, C, D: Plastic"
50,Kích thước,361.8 (W) x 278.4 (D) x 24.74/25.46 (H) mm
1,CPU,"AMD Ryzen™ 5 7640HS (up to 5.0 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads)"
1,RAM,"16GB (2x8GB) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
1,Ổ cứng,512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
1,VGA,NVIDIA® GeForce RTX™ 3050 6GB GDDR6
1,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
1,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4a, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
1,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
1,Audio,Audio by B&O; Dual speakers; HP Audio Boost
1,Chuẩn LAN,10/100/1000 GbE LAN
1,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
1,Bluetooth,v5.3
1,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
1,Hệ điều hành,Windows 11 Home
1,Pin,4 Cell 70WHr
1,Trọng lượng,2.31 kg
1,Màu sắc,"Mica silver, dark chrome logo"
1,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
2,CPU,Intel® Core™ i9-13900HX 2.2GHz up to 5.4GHz 36MB
2,RAM,"32GB (16x2) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
2,Ổ cứng,1 TB PCIe® Gen4 NVMe™ TLC M.2 SSD
2,Card đồ họa,NVIDIA® GeForce RTX™ 4070 8GB GDDR6
2,Màn hình,"16.1""  QHD (2560 x 1440), 240 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 300 nits, 100% sRGB"
2,Cổng kết nối,"2x Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
2,Bàn phím,"Full-size, 4-zone RGB backlit, shadow black keyboard with numeric keypad and 26-Key Rollover Anti-Ghosting Key technology"
2,Audio,Audio by Bang & Olufsen; DTS:X® Ultra; Dual speakers; HP Audio Boost
2,Chuẩn Lan,Integrated 10/100/1000 GbE LAN
2,Wifi + Bluetooth,Intel® Wi-Fi 6E AX211 (2x2) + v5.3
2,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
2,Hệ điều hành    ,Windows 11 Home
2,Pin,6 Cell 83WHr
2,Trọng lượng,2.35 kg
2,Màu sắc,Shadow black
2,Kích thước    ,36.9 x 25.94 x 2.35 cm
3,CPU,"AMD Ryzen™ 5 7640HS ( 4.3 GHz - 5.0 GHz / 16MB / 6 nhân, 12 luồng )"
3,RAM,"32GB (2x16GB) DDR5 5600MHz (2x SO-DIMM socket, up to 32GB SDRAM)"
3,Ổ cứng,512GB PCIe® Gen4 NVMe™ TLC M.2 SSD (1 slot)
3,VGA,GeForce RTX™ 4060 8GB GDDR6 
3,Màn hình,"16.1"" FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC"
3,Cổng giao tiếp,"1x USB Type-C® 5Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
1x USB Type-A 5Gbps signaling rate (HP Sleep and Charge)
2x USB Type-A 5Gbps signaling rate
1x HDMI 2.1
1x RJ-45
1x AC smart pin
1x headphone/microphone combo"
3,Bàn phím,"Full-size, 1-zone RGB backlit, moonstone grey keyboard with numeric keypad"
3,Audio,Audio by B&O; Dual speakers; HP Audio Boost
3,Chuẩn LAN,10/100/1000 GbE LAN
3,Chuẩn WIFI,MediaTek Wi-Fi 6E MT7922 (2x2)
3,Bluetooth,v5.3
3,Webcam,HP True Vision 1080p FHD camera with temporal noise reduction and integrated dual array digital microphones
3,Hệ điều hành,Windows 11 Home
3,Pin,4 Cell 70WHr
3,Trọng lượng,2.31 kg
3,Màu sắc,"Mica silver, dark chrome logo"
3,Kích thước,36.9 x 25.94 x 2.29~2.39 cm
